person,personLabel,cricinfoIdLabel,Wikipedia_page_links,Wikipedia_image_link
http://www.wikidata.org/entity/Q6145395,James Whitaker,22392,https://en.wikipedia.org/wiki/James_Whitaker_(cricketer),nan
http://www.wikidata.org/entity/Q260185,Arthur Wood,22496,"https://en.wikipedia.org/wiki/Arthur_Wood_(cricketer,_born_1898)",nan
http://www.wikidata.org/entity/Q3526870,Bob Wyatt,22545,https://en.wikipedia.org/wiki/Bob_Wyatt,File:Bob_Wyatt_1930-07-08cr.jpg
http://www.wikidata.org/entity/Q3525985,Sailor Young,23532,https://en.wikipedia.org/wiki/Sailor_Young,nan
http://www.wikidata.org/entity/Q6166005,Jawahir Shah,23956,https://en.wikipedia.org/wiki/Jawahir_Shah,nan
http://www.wikidata.org/entity/Q6399526,Khalid Khan,24229,https://en.wikipedia.org/wiki/Khalid_Khan_(Hong_Kong_cricketer),nan
http://www.wikidata.org/entity/Q5525357,Gary Kidd,24613,https://en.wikipedia.org/wiki/Gary_Kidd,nan
http://www.wikidata.org/entity/Q3529938,Jimmy Kamande,24697,https://en.wikipedia.org/wiki/Jimmy_Kamande,nan
http://www.wikidata.org/entity/Q3529473,Sairaj Bahutule,26815,https://en.wikipedia.org/wiki/Sairaj_Bahutule,nan
http://www.wikidata.org/entity/Q28051580,Rajesh Banik,26858,https://en.wikipedia.org/wiki/Rajesh_Banik,nan
http://www.wikidata.org/entity/Q56224100,Azhar Bilakhia,26946,https://en.wikipedia.org/wiki/Azhar_Bilakhia,nan
http://www.wikidata.org/entity/Q27929668,Kishan Choudhary,27643,https://en.wikipedia.org/wiki/Kishan_Choudhary,nan
http://www.wikidata.org/entity/Q3528570,Ashok Gandotra,28772,https://en.wikipedia.org/wiki/Ashok_Gandotra,nan
http://www.wikidata.org/entity/Q561487,Sourav Ganguly,28779,https://en.wikipedia.org/wiki/Sourav_Ganguly,File:Sourav_Ganguly_closeup.jpg
http://www.wikidata.org/entity/Q3527738,M. L. Jaisimha,29663,https://en.wikipedia.org/wiki/M._L._Jaisimha,nan
http://www.wikidata.org/entity/Q3527749,Hrishikesh Kanitkar,30018,https://en.wikipedia.org/wiki/Hrishikesh_Kanitkar,nan
http://www.wikidata.org/entity/Q16222295,Vikramjeet Malik,31738,https://en.wikipedia.org/wiki/Vikramjeet_Malik,nan
http://www.wikidata.org/entity/Q5071368,Chandrakant Pandit,32179,https://en.wikipedia.org/wiki/Chandrakant_Pandit,nan
http://www.wikidata.org/entity/Q3528743,Rahul Sanghvi,34214,https://en.wikipedia.org/wiki/Rahul_Sanghvi,nan
http://www.wikidata.org/entity/Q7920081,Venkataraman Subramanya,34215,https://en.wikipedia.org/wiki/Venkataraman_Subramanya,nan
http://www.wikidata.org/entity/Q13637409,Ian Butler,36331,https://en.wikipedia.org/wiki/Ian_Butler_(cricketer),nan
http://www.wikidata.org/entity/Q5106801,Chris Harris,37232,https://en.wikipedia.org/wiki/Chris_Harris_(cricketer),File:Chris_Harris_(Cricketer).jpg
http://www.wikidata.org/entity/Q8072224,Zin Harris,37233,https://en.wikipedia.org/wiki/Zin_Harris,File:Zin_Harris.jpg
http://www.wikidata.org/entity/Q24088773,Matt Harvie,37485,https://en.wikipedia.org/wiki/Matt_Harvie,nan
http://www.wikidata.org/entity/Q4804945,Ashfaq Ahmed,39007,"https://en.wikipedia.org/wiki/Ashfaq_Ahmed_(cricketer,_born_1973)",nan
http://www.wikidata.org/entity/Q21572743,Ashraf Ali,39322,"https://en.wikipedia.org/wiki/Ashraf_Ali_(cricketer,_born_1979)",nan
http://www.wikidata.org/entity/Q4875186,Bazid Khan,39956,https://en.wikipedia.org/wiki/Bazid_Khan,nan
http://www.wikidata.org/entity/Q5636543,Haaris Ayaz,40389,https://en.wikipedia.org/wiki/Haaris_Ayaz,nan
http://www.wikidata.org/entity/Q6931559,Mudassar Nazar,41308,https://en.wikipedia.org/wiki/Mudassar_Nazar,nan
http://www.wikidata.org/entity/Q7267016,Qasim Umar,42362,https://en.wikipedia.org/wiki/Qasim_Umar,nan
http://www.wikidata.org/entity/Q7461689,Shahid Mahboob,42644,https://en.wikipedia.org/wiki/Shahid_Mahboob,nan
http://www.wikidata.org/entity/Q7462695,Shakeel Ansar,42814,https://en.wikipedia.org/wiki/Shakeel_Ansar,nan
http://www.wikidata.org/entity/Q23761970,Lakshan Sandakan,429738,https://en.wikipedia.org/wiki/Lakshan_Sandakan,nan
http://www.wikidata.org/entity/Q27829703,Zulfiqar Ali,43766,https://en.wikipedia.org/wiki/Zulfiqar_Ali_(Pakistani_cricketer),nan
http://www.wikidata.org/entity/Q27058055,Zulfiqar Butt,43769,https://en.wikipedia.org/wiki/Zulfiqar_Butt,nan
http://www.wikidata.org/entity/Q10974086,Sydney Burke,44143,https://en.wikipedia.org/wiki/Sydney_Burke,nan
http://www.wikidata.org/entity/Q5534084,Geoff Chubb,44441,https://en.wikipedia.org/wiki/Geoff_Chubb,File:Geoff_Chubb_of_South_Africa.jpg
http://www.wikidata.org/entity/Q4696765,Aiden Blizzard,4498,https://en.wikipedia.org/wiki/Aiden_Blizzard,File:Aiden_Blizzard.jpg
http://www.wikidata.org/entity/Q3525664,Buster Farrer,45037,https://en.wikipedia.org/wiki/Buster_Farrer,nan
http://www.wikidata.org/entity/Q4888803,Benjamin Hector,45475,https://en.wikipedia.org/wiki/Benjamin_Hector,nan
http://www.wikidata.org/entity/Q7327357,Richard Levi,46148,https://en.wikipedia.org/wiki/Richard_Levi,File:Richard_Levi.png
http://www.wikidata.org/entity/Q3518308,Morné Morkel,46538,https://en.wikipedia.org/wiki/Morné_Morkel,File:Morne_Morkel.jpg
http://www.wikidata.org/entity/Q7024303,Nic Pothas,46780,https://en.wikipedia.org/wiki/Nic_Pothas,File:Lords_09.jpg
http://www.wikidata.org/entity/Q5052628,Catherine Dalton,469884,https://en.wikipedia.org/wiki/Catherine_Dalton,nan
http://www.wikidata.org/entity/Q2600294,Johan van der Wath,47693,https://en.wikipedia.org/wiki/Johan_van_der_Wath,File:VDWath.JPG
http://www.wikidata.org/entity/Q12974367,Indika Batuwitarachchi,48321,https://en.wikipedia.org/wiki/Indika_Batuwitarachchi,nan
http://www.wikidata.org/entity/Q7635650,Sujeewa de Silva,48492,https://en.wikipedia.org/wiki/Sujeewa_de_Silva,nan
http://www.wikidata.org/entity/Q22959117,Sajith Fernando,48807,https://en.wikipedia.org/wiki/Sajith_Fernando,nan
http://www.wikidata.org/entity/Q4960866,Brendan Drew,4927,https://en.wikipedia.org/wiki/Brendan_Drew,File:Brendan_Drew.jpg
http://www.wikidata.org/entity/Q7823102,Tony Opatha,49849,https://en.wikipedia.org/wiki/Tony_Opatha,nan
http://www.wikidata.org/entity/Q23007647,Upul Indrasiri,51083,https://en.wikipedia.org/wiki/Upul_Indrasiri,nan
http://www.wikidata.org/entity/Q6555536,Lionel Birkett,51224,https://en.wikipedia.org/wiki/Lionel_Birkett,nan
http://www.wikidata.org/entity/Q5402281,Esuan Crandon,51627,https://en.wikipedia.org/wiki/Esuan_Crandon,nan
http://www.wikidata.org/entity/Q18638006,Assad Vala,25056,https://en.wikipedia.org/wiki/Assad_Vala,nan
http://www.wikidata.org/entity/Q6403113,Khurram Khan,25589,https://en.wikipedia.org/wiki/Khurram_Khan,nan
http://www.wikidata.org/entity/Q2602636,Mohinder Amarnath,26225,https://en.wikipedia.org/wiki/Mohinder_Amarnath,File:MohinderAmarnath.jpg
http://www.wikidata.org/entity/Q21284543,Alfred Absolem,26264,https://en.wikipedia.org/wiki/Alfred_Absolem,nan
http://www.wikidata.org/entity/Q104414201,Peter Furstenburg,265565,https://en.wikipedia.org/wiki/Peter_Furstenburg,nan
http://www.wikidata.org/entity/Q3527427,Swapnil Asnodkar,26782,https://en.wikipedia.org/wiki/Swapnil_Asnodkar,File:Swapnil_Asnodkar_2009.jpg
http://www.wikidata.org/entity/Q3531843,Roger Binny,26948,https://en.wikipedia.org/wiki/Roger_Binny,File:Roger_Binny_2018.jpg
http://www.wikidata.org/entity/Q2756943,Chetan Chauhan,27619,https://en.wikipedia.org/wiki/Chetan_Chauhan,nan
http://www.wikidata.org/entity/Q3528372,Sorabji Colah,27665,https://en.wikipedia.org/wiki/Sorabji_Colah,nan
http://www.wikidata.org/entity/Q7421235,Saqlain Sajib,280737,https://en.wikipedia.org/wiki/Saqlain_Sajib,nan
http://www.wikidata.org/entity/Q3535057,Salim Durani,28118,https://en.wikipedia.org/wiki/Salim_Durani,nan
http://www.wikidata.org/entity/Q26251596,Gautam Dutta,28122,https://en.wikipedia.org/wiki/Gautam_Dutta,nan
http://www.wikidata.org/entity/Q7135855,Paras Dogra,28160,https://en.wikipedia.org/wiki/Paras_Dogra,nan
http://www.wikidata.org/entity/Q3528318,C. D. Gopinath,28855,https://en.wikipedia.org/wiki/C._D._Gopinath,nan
http://www.wikidata.org/entity/Q6389222,Kenia Jayantilal,29852,https://en.wikipedia.org/wiki/Kenia_Jayantilal,nan
http://www.wikidata.org/entity/Q2722321,Saba Karim,30042,https://en.wikipedia.org/wiki/Saba_Karim,nan
http://www.wikidata.org/entity/Q7565093,Sourashish Lahiri,30740,https://en.wikipedia.org/wiki/Saurasish_Lahiri,nan
http://www.wikidata.org/entity/Q7294916,Rashid Patel,32249,https://en.wikipedia.org/wiki/Rashid_Patel,nan
http://www.wikidata.org/entity/Q7495998,Shib Paul,32294,https://en.wikipedia.org/wiki/Shib_Paul,nan
http://www.wikidata.org/entity/Q3520984,Venkatesh Prasad,32345,https://en.wikipedia.org/wiki/Venkatesh_Prasad,File:Venkatesh_Prasad_3.jpg
http://www.wikidata.org/entity/Q7492835,Sheharyar Ghani,327650,https://en.wikipedia.org/wiki/Sheharyar_Ghani,nan
http://www.wikidata.org/entity/Q4893629,Bernard Scholtz,330223,https://en.wikipedia.org/wiki/Bernard_Scholtz,nan
http://www.wikidata.org/entity/Q2722245,Sanjeev Sharma,33963,https://en.wikipedia.org/wiki/Sanjeev_Sharma,File:Sanjeev_Sharma1.jpg
http://www.wikidata.org/entity/Q3518502,Ravi Shastri,33975,https://en.wikipedia.org/wiki/Ravi_Shastri,File:Shamita_Shetty_and_Ravi_Shastri_at_Audi_magazine_launch.jpg
http://www.wikidata.org/entity/Q5528204,Gavin Larsen,37601,https://en.wikipedia.org/wiki/Gavin_Larsen,nan
http://www.wikidata.org/entity/Q25189838,Stephen Mather,37738,https://en.wikipedia.org/wiki/Stephen_Mather_(cricketer),nan
http://www.wikidata.org/entity/Q6114312,Jack Newman,38010,https://en.wikipedia.org/wiki/Jack_Newman_(New_Zealand_cricketer),nan
http://www.wikidata.org/entity/Q7340424,Rob Nicol,38058,https://en.wikipedia.org/wiki/Rob_Nicol,nan
http://www.wikidata.org/entity/Q21663236,Ammar Mahmood,39191,https://en.wikipedia.org/wiki/Ammar_Mahmood,nan
http://www.wikidata.org/entity/Q21872871,Asad Zarar,39926,https://en.wikipedia.org/wiki/Asad_Zarar,nan
http://www.wikidata.org/entity/Q28151826,Abid Ali,39950,https://en.wikipedia.org/wiki/Abid_Ali_(cricketer),File:Abid_Ali.jpg
http://www.wikidata.org/entity/Q5995124,Ijaz Butt,40555,https://en.wikipedia.org/wiki/Ijaz_Butt,nan
http://www.wikidata.org/entity/Q6399583,Khalid Wazir,41041,https://en.wikipedia.org/wiki/Khalid_Wazir,nan
http://www.wikidata.org/entity/Q3529363,Maqsood Ahmed,41270,https://en.wikipedia.org/wiki/Maqsood_Ahmed,File:Maqsood_Ahmed_in_1954.jpg
http://www.wikidata.org/entity/Q7963137,Wallis Mathias,41278,https://en.wikipedia.org/wiki/Wallis_Mathias,nan
http://www.wikidata.org/entity/Q23772493,Majeed Jahangir,41347,https://en.wikipedia.org/wiki/Majeed_Jahangir,nan
http://www.wikidata.org/entity/Q251756,Arthur Gilligan,13372,https://en.wikipedia.org/wiki/Arthur_Gilligan,File:Arthur_Gilligan_1928.jpg
http://www.wikidata.org/entity/Q4760737,Andy Gray,13954,https://en.wikipedia.org/wiki/Andy_Gray_(cricketer),nan
http://www.wikidata.org/entity/Q3527283,Schofield Haigh,13992,https://en.wikipedia.org/wiki/Schofield_Haigh,File:Schofield_Haigh_c1905.jpg
http://www.wikidata.org/entity/Q3529137,Arthur Hill,14196,https://en.wikipedia.org/wiki/Ledger_Hill,File:MrArthurJamesLedgerHill1892.jpg
http://www.wikidata.org/entity/Q5246220,Dean Hoffman,14884,https://en.wikipedia.org/wiki/Dean_Hoffman,nan
http://www.wikidata.org/entity/Q3526850,John King,15889,"https://en.wikipedia.org/wiki/John_King_(cricketer,_born_1871)",File:John_Herbert_King_cricketer_c1905.jpg
http://www.wikidata.org/entity/Q7175687,Peter Martin,16925,https://en.wikipedia.org/wiki/Peter_Martin_(cricketer),nan
http://www.wikidata.org/entity/Q3533598,Peter May,16956,https://en.wikipedia.org/wiki/Peter_May_(cricketer),nan
http://www.wikidata.org/entity/Q3567882,Arthur Mold,17059,https://en.wikipedia.org/wiki/Arthur_Mold,File:Arthur_Mold_c1895.jpg
http://www.wikidata.org/entity/Q3526474,Alan Moss,17114,https://en.wikipedia.org/wiki/Alan_Moss,nan
http://www.wikidata.org/entity/Q15070983,Paul McMahon,17799,https://en.wikipedia.org/wiki/Paul_McMahon,nan
http://www.wikidata.org/entity/Q7087713,Oliver Newby,18238,https://en.wikipedia.org/wiki/Oliver_Newby,nan
http://www.wikidata.org/entity/Q3527123,Lionel Palairet,18397,https://en.wikipedia.org/wiki/Lionel_Palairet,File:Lionel_Palairet_c1895.jpg
http://www.wikidata.org/entity/Q4707625,Alan Richardson,19382,https://en.wikipedia.org/wiki/Alan_Richardson_(cricketer),nan
http://www.wikidata.org/entity/Q97442537,Mohtashim Ali,41515,https://en.wikipedia.org/wiki/Mohtashim_Ali,nan
http://www.wikidata.org/entity/Q28549842,Rongsen Jonathan,424176,https://en.wikipedia.org/wiki/Rongsen_Jonathan,nan
http://www.wikidata.org/entity/Q3528753,Shabbir Ahmed,42632,https://en.wikipedia.org/wiki/Shabbir_Ahmed_(cricketer),nan
http://www.wikidata.org/entity/Q21063855,Keenan Vaz,427504,https://en.wikipedia.org/wiki/Keenan_Vaz,nan
http://www.wikidata.org/entity/Q3535462,Zulfiqar Ahmed,43706,https://en.wikipedia.org/wiki/Zulfiqar_Ahmed_(cricketer),File:Zulfiqar_Ahmed_1954.jpg
http://www.wikidata.org/entity/Q21622913,Bevan Small,440520,https://en.wikipedia.org/wiki/Bevan_Small,nan
http://www.wikidata.org/entity/Q8048060,Yamin Ahmadzai,440968,https://en.wikipedia.org/wiki/Yamin_Ahmadzai,nan
http://www.wikidata.org/entity/Q6522839,Lennox Brown,44132,https://en.wikipedia.org/wiki/Lennox_Brown,File:Lennox_Brown.jpg
http://www.wikidata.org/entity/Q6209277,Joe Cox,44474,https://en.wikipedia.org/wiki/Joe_Cox_(cricketer),File:Joseph_Lovell_Cox.jpg
http://www.wikidata.org/entity/Q3525618,Boeta Dippenaar,44708,https://en.wikipedia.org/wiki/Boeta_Dippenaar,nan
http://www.wikidata.org/entity/Q21285411,Arnab Nandi,447143,https://en.wikipedia.org/wiki/Arnab_Nandi,nan
http://www.wikidata.org/entity/Q4861206,Barlow Carkeek,4533,https://en.wikipedia.org/wiki/Barlow_Carkeek,File:WCarkeek.jpg
http://www.wikidata.org/entity/Q10997286,Tony Harris,45414,https://en.wikipedia.org/wiki/Tony_Harris_(sportsman),nan
http://www.wikidata.org/entity/Q7175222,Peter Kirsten,45815,https://en.wikipedia.org/wiki/Peter_Kirsten,nan
http://www.wikidata.org/entity/Q5593414,Grahame Corling,4628,https://en.wikipedia.org/wiki/Grahame_Corling,File:Grahame_Corling_1965.jpg
http://www.wikidata.org/entity/Q3522056,Robin Peterson,46750,https://en.wikipedia.org/wiki/Robin_Peterson,File:Robin_Peterson.jpg
http://www.wikidata.org/entity/Q7348969,Robert Poore,46776,https://en.wikipedia.org/wiki/Robert_Poore,File:Robert_Poore_c1908.jpg
http://www.wikidata.org/entity/Q7804267,Tim Shaw,47184,https://en.wikipedia.org/wiki/Tim_Shaw_(cricketer),nan
http://www.wikidata.org/entity/Q5240312,David Terbrugge,47541,https://en.wikipedia.org/wiki/David_Terbrugge,nan
http://www.wikidata.org/entity/Q5181530,Craig Thyssen,47662,https://en.wikipedia.org/wiki/Craig_Thyssen,nan
http://www.wikidata.org/entity/Q5172966,Corrie van Zyl,47715,https://en.wikipedia.org/wiki/Corrie_van_Zyl,nan
http://www.wikidata.org/entity/Q11217157,Roelof van der Merwe,47850,https://en.wikipedia.org/wiki/Roelof_van_der_Merwe,File:Roelof_van_der_Merwe.jpg
http://www.wikidata.org/entity/Q27049102,Anrich Nortje,481979,https://en.wikipedia.org/wiki/Anrich_Nortje,nan
http://www.wikidata.org/entity/Q5596978,Granville de Silva,48457,https://en.wikipedia.org/wiki/Granville_de_Silva,nan
http://www.wikidata.org/entity/Q10973924,Ian Daniel,48597,https://en.wikipedia.org/wiki/Ian_Daniel,nan
http://www.wikidata.org/entity/Q3610406,Roshan Guneratne,49003,https://en.wikipedia.org/wiki/Roshan_Guneratne,File:Roshan_Guneratne.jpg
http://www.wikidata.org/entity/Q5234968,David Heyn,49131,https://en.wikipedia.org/wiki/David_Heyn,nan
http://www.wikidata.org/entity/Q3529177,Shantha Kalavitigoda,49354,https://en.wikipedia.org/wiki/Shantha_Kalavitigoda,nan
http://www.wikidata.org/entity/Q5313415,Dulip Liyanage,49554,https://en.wikipedia.org/wiki/Dulip_Liyanage,nan
http://www.wikidata.org/entity/Q97823992,Amal Buddika Peiris,50208,https://en.wikipedia.org/wiki/Amal_Buddika_Peiris,nan
http://www.wikidata.org/entity/Q8026076,Winston Davis,51643,https://en.wikipedia.org/wiki/Winston_Davis,nan
http://www.wikidata.org/entity/Q13120170,Maurice Foster,51793,https://en.wikipedia.org/wiki/Maurice_Foster_(West_Indian_cricketer),nan
http://www.wikidata.org/entity/Q5539738,George Gladstone,51888,https://en.wikipedia.org/wiki/George_Gladstone,nan
http://www.wikidata.org/entity/Q7297009,Rawl Lewis,52343,https://en.wikipedia.org/wiki/Rawl_Lewis,nan
http://www.wikidata.org/entity/Q4977502,Bruce Francis,5253,https://en.wikipedia.org/wiki/Bruce_Francis,nan
http://www.wikidata.org/entity/Q3490650,Sonny Ramadhin,52804,https://en.wikipedia.org/wiki/Sonny_Ramadhin,nan
http://www.wikidata.org/entity/Q16727326,Annette Fellows,53500,https://en.wikipedia.org/wiki/Annette_Fellows,nan
http://www.wikidata.org/entity/Q5336304,Eddie McLeod,37709,https://en.wikipedia.org/wiki/Eddie_McLeod,nan
http://www.wikidata.org/entity/Q5488505,Frank Mooney,37726,https://en.wikipedia.org/wiki/Frank_Mooney,File:Frank_Mooney_1957.jpg
http://www.wikidata.org/entity/Q4977962,Bruce Martin,37745,https://en.wikipedia.org/wiki/Bruce_Martin,nan
http://www.wikidata.org/entity/Q3535554,Aaqib Javed,38970,https://en.wikipedia.org/wiki/Aaqib_Javed,nan
http://www.wikidata.org/entity/Q4690412,Aftab Baloch,38978,https://en.wikipedia.org/wiki/Aftab_Baloch,nan
http://www.wikidata.org/entity/Q4815776,Atif Rauf,39018,https://en.wikipedia.org/wiki/Atif_Rauf,nan
http://www.wikidata.org/entity/Q3535281,Azhar Mahmood,39024,https://en.wikipedia.org/wiki/Azhar_Mahmood,File:Azhar_Mahmood.jpg
http://www.wikidata.org/entity/Q3535284,Imran Farhat,40582,https://en.wikipedia.org/wiki/Imran_Farhat,File:Imran_farhat_(cropped).jpg
http://www.wikidata.org/entity/Q21474207,Kamran Younis,41065,https://en.wikipedia.org/wiki/Kamran_Younis,nan
http://www.wikidata.org/entity/Q6892316,Mohammad Ramzan,41295,https://en.wikipedia.org/wiki/Mohammad_Ramzan_(cricketer),nan
http://www.wikidata.org/entity/Q5537102,George Bonnor,4167,https://en.wikipedia.org/wiki/George_Bonnor,File:George_Bonnor_c1895.jpg
http://www.wikidata.org/entity/Q6982220,Naved Ashraf,42064,https://en.wikipedia.org/wiki/Naved_Ashraf,nan
http://www.wikidata.org/entity/Q6982221,Naved Latif,42066,https://en.wikipedia.org/wiki/Naved_Latif,nan
http://www.wikidata.org/entity/Q7265870,Qaiser Abbas,42383,https://en.wikipedia.org/wiki/Qaiser_Abbas,nan
http://www.wikidata.org/entity/Q27831049,Rashid Mahmood,42459,https://en.wikipedia.org/wiki/Rashid_Mahmood,nan
http://www.wikidata.org/entity/Q7421222,Saqib Ali,42746,https://en.wikipedia.org/wiki/Saqib_Ali_(cricketer),nan
http://www.wikidata.org/entity/Q17306410,Shahid Qambrani,42796,https://en.wikipedia.org/wiki/Shahid_Qambrani,nan
http://www.wikidata.org/entity/Q21642820,Sufyan Munir,42875,https://en.wikipedia.org/wiki/Sufyan_Munir,nan
http://www.wikidata.org/entity/Q7636615,Sultan Ahmed,42876,https://en.wikipedia.org/wiki/Sultan_Ahmed_(Omani_cricketer),nan
http://www.wikidata.org/entity/Q3535388,Taslim Arif,43275,https://en.wikipedia.org/wiki/Taslim_Arif,nan
http://www.wikidata.org/entity/Q21642613,Umar Javed,43527,https://en.wikipedia.org/wiki/Umar_Javed,nan
http://www.wikidata.org/entity/Q12988649,Wasim Haider,43550,https://en.wikipedia.org/wiki/Wasim_Haider,nan
http://www.wikidata.org/entity/Q21642244,Wajid Ali,43593,https://en.wikipedia.org/wiki/Wajid_Ali_(Pakistani_cricketer),nan
http://www.wikidata.org/entity/Q6111662,Jack Cheetham,44435,https://en.wikipedia.org/wiki/Jack_Cheetham,File:Jack_Cheetham_1952.jpg
http://www.wikidata.org/entity/Q5211679,Dalton Conyngham,44460,https://en.wikipedia.org/wiki/Dalton_Conyngham,File:DP_Conyngham.jpg
http://www.wikidata.org/entity/Q982650,Jacques Kallis,45789,https://en.wikipedia.org/wiki/Jacques_Kallis,File:Jacques_Kallis_6.jpg
http://www.wikidata.org/entity/Q3525094,Roger Telemachus,47539,https://en.wikipedia.org/wiki/Roger_Telemachus,nan
http://www.wikidata.org/entity/Q5585991,Gordon White,47887,https://en.wikipedia.org/wiki/Gordon_White_(cricketer),File:Gordon_Charles_White_c1905.jpg
http://www.wikidata.org/entity/Q27909261,Akash Verma,482293,https://en.wikipedia.org/wiki/Akash_Verma,nan
http://www.wikidata.org/entity/Q3529603,Brendon Kuruppu,49368,https://en.wikipedia.org/wiki/Brendon_Kuruppu,nan
http://www.wikidata.org/entity/Q2312779,Lasith Malinga,49758,https://en.wikipedia.org/wiki/Lasith_Malinga,File:Lasith_Malinga_tossing_a_cricket_ball_at_practice.jpg
http://www.wikidata.org/entity/Q7645771,Suresh Perera,49854,https://en.wikipedia.org/wiki/Suresh_Perera,nan
http://www.wikidata.org/entity/Q4869040,Bathiya Perera,49894,https://en.wikipedia.org/wiki/Bathiya_Perera,nan
http://www.wikidata.org/entity/Q7369298,Ross Duncan,4992,https://en.wikipedia.org/wiki/Ross_Duncan,nan
http://www.wikidata.org/entity/Q13638586,Ivan Barrow,51303,https://en.wikipedia.org/wiki/Ivan_Barrow,File:I_Barrow_of_WI.jpg
http://www.wikidata.org/entity/Q20981351,Qaasim Adams,225676,https://en.wikipedia.org/wiki/Qaasim_Adams,nan
http://www.wikidata.org/entity/Q21662996,Fakhar Hussain,225977,https://en.wikipedia.org/wiki/Fakhar_Hussain,nan
http://www.wikidata.org/entity/Q104225295,Sean Adair,233777,https://en.wikipedia.org/wiki/Sean_Adair,nan
http://www.wikidata.org/entity/Q6389664,Kennedy Otieno,24714,https://en.wikipedia.org/wiki/Kennedy_Otieno,nan
http://www.wikidata.org/entity/Q6776693,Martin Suji,24725,https://en.wikipedia.org/wiki/Martin_Suji,nan
http://www.wikidata.org/entity/Q3531144,David Obuya,24760,https://en.wikipedia.org/wiki/David_Obuya,nan
http://www.wikidata.org/entity/Q5181620,Craig Wright,25123,https://en.wikipedia.org/wiki/Craig_Wright_(cricketer),nan
http://www.wikidata.org/entity/Q11064352,Shakti Gauchan,25964,https://en.wikipedia.org/wiki/Shakti_Gauchan,File:Shakti_Gauchan.jpg
http://www.wikidata.org/entity/Q7135862,Paras Khadka,25967,https://en.wikipedia.org/wiki/Paras_Khadka,nan
http://www.wikidata.org/entity/Q21284587,Abhinav Bali,27137,https://en.wikipedia.org/wiki/Abhinav_Bali,nan
http://www.wikidata.org/entity/Q21284908,Abhijit Dey,28189,https://en.wikipedia.org/wiki/Abhijit_Dey,nan
http://www.wikidata.org/entity/Q1718746,Vijay Hazare,29290,https://en.wikipedia.org/wiki/Vijay_Hazare,nan
http://www.wikidata.org/entity/Q6123157,Jahangir Khan,29654,https://en.wikipedia.org/wiki/Jahangir_Khan_(cricketer),nan
http://www.wikidata.org/entity/Q27914834,Sahil Kukreja,30144,https://en.wikipedia.org/wiki/Sahil_Kukreja,nan
http://www.wikidata.org/entity/Q2849991,Anil Kumble,30176,https://en.wikipedia.org/wiki/Anil_Kumble,File:Anil_Kumble.jpg
http://www.wikidata.org/entity/Q3520510,Ashok Mankad,30938,https://en.wikipedia.org/wiki/Ashok_Mankad,nan
http://www.wikidata.org/entity/Q320626,Abhishek Nayar,32091,https://en.wikipedia.org/wiki/Abhishek_Nayar,nan
http://www.wikidata.org/entity/Q3526661,Pragyan Ojha,32130,https://en.wikipedia.org/wiki/Pragyan_Ojha,File:PragyanOjha_.jpg
http://www.wikidata.org/entity/Q3520390,Brijesh Patel,32231,https://en.wikipedia.org/wiki/Brijesh_Patel,nan
http://www.wikidata.org/entity/Q20981873,Dwaine Pretorius,327830,https://en.wikipedia.org/wiki/Dwaine_Pretorius,nan
http://www.wikidata.org/entity/Q3527698,Khandu Rangnekar,33091,https://en.wikipedia.org/wiki/Khandu_Rangnekar,nan
http://www.wikidata.org/entity/Q2722238,Sadanand Viswanath,35713,https://en.wikipedia.org/wiki/Sadanand_Viswanath,nan
http://www.wikidata.org/entity/Q6111861,Jack Cowie,36616,https://en.wikipedia.org/wiki/Jack_Cowie,File:Jack_Cowie.jpg
http://www.wikidata.org/entity/Q5234784,David Hartshorn,37282,https://en.wikipedia.org/wiki/David_Hartshorn,nan
http://www.wikidata.org/entity/Q24263612,Michael Lamont,37611,https://en.wikipedia.org/wiki/Michael_Lamont,nan
http://www.wikidata.org/entity/Q7839316,Trevor McMahon,37710,https://en.wikipedia.org/wiki/Trevor_McMahon,nan
http://www.wikidata.org/entity/Q6385123,Keith Thomson,38611,https://en.wikipedia.org/wiki/Keith_Thomson,nan
http://www.wikidata.org/entity/Q5568426,Glendon Gibbs,51881,https://en.wikipedia.org/wiki/Glendon_Gibbs,nan
http://www.wikidata.org/entity/Q5423391,Ezra Moseley,52437,https://en.wikipedia.org/wiki/Ezra_Moseley,nan
http://www.wikidata.org/entity/Q4710948,Albert Padmore,52667,https://en.wikipedia.org/wiki/Albert_Padmore,nan
http://www.wikidata.org/entity/Q738016,Viv Richards,52812,https://en.wikipedia.org/wiki/Viv_Richards,File:Vivian_richards_crop.jpg
http://www.wikidata.org/entity/Q5110828,Christina Matthews,53472,https://en.wikipedia.org/wiki/Christina_Matthews,nan
http://www.wikidata.org/entity/Q16751265,Trish Dawson,53492,https://en.wikipedia.org/wiki/Trish_Dawson,nan
http://www.wikidata.org/entity/Q16972665,Debbie Wilson,53587,https://en.wikipedia.org/wiki/Debbie_Wilson_(cricketer),nan
http://www.wikidata.org/entity/Q16845628,Lee-Anne Hunter,53608,https://en.wikipedia.org/wiki/Lee-Anne_Hunter,nan
http://www.wikidata.org/entity/Q3525793,Leah Poulton,53633,https://en.wikipedia.org/wiki/Leah_Poulton,File:Leah_Poulton_6.jpg
http://www.wikidata.org/entity/Q6437143,Kris Britt,53675,https://en.wikipedia.org/wiki/Kris_Britt,nan
