ID,AWARDS
1167831,[]
488274,[]
386985,[]
1167822,[]
386982,[]
386987,[]
1167827,[]
522762,[]
446815,[]
746431,[]
552758,[]
1167828,[]
522834,[]
522768,[]
386988,[]
542372,[]
1143567,[]
522743,[]
746429,[]
542371,[]
625882,[]
1167835,[]
1167833,[]
522832,[]
781175,[]
386984,[]
386993,[]
625880,[]
522771,[]
552760,[]
388127,[]
1167826,[]
448299,[]
1167824,[]
625879,[]
386994,[]
488270,[]
1167832,[]
746441,[]
822517,[]
446974,[]
522770,[]
386983,[]
522765,[]
522824,[]
746439,[]
1161418,[]
1161421,[]
1161422,[]
1161419,[]
463059,[]
463066,[]
1161427,[]
1161429,[]
463068,[]
463070,[]
463060,[]
1115052,[]
516329,[]
1163387,[]
516448,[]
1163153,[]
516328,[]
516330,[]
346582,[]
1158400,[]
1158398,[]
1158393,[]
469223,[]
580988,[]
520076,[]
591120,[]
591147,[]
520084,[]
580990,[]
591115,[]
469225,[]
469230,[]
1155521,[]
346535,[]
1155523,[]
380676,[]
1107679,[]
1155522,[]
1155515,[]
581612,[]
1107673,[]
308503,[]
1155514,[]
1155519,[]
346776,[]
346536,[]
346537,[]
1107674,[]
346910,[]
1143154,[]
1143149,[]
346774,[]
1155637,[]
346641,[]
1143147,[]
346635,[]
1143274,[]
346636,[]
346639,[]
346649,[]
1143152,[]
520051,[]
520034,[]
1156468,[]
520044,[]
1156465,[]
1156458,[]
1156460,[]
1156457,[]
1156459,[]
473171,[]
473170,[]
515072,[]
515077,[]
581150,[]
515071,[]
568636,[]
515075,[]
515034,[]
515070,[]
580702,[]
515066,[]
515063,[]
515280,[]
515275,[]
1156477,[]
1156481,[]
515272,[]
515268,[]
1156482,[]
1156480,[]
515267,[]
515265,[]
1156472,[]
514145,[]
1156254,[]
520031,[]
520027,[]
520052,[]
520041,[]
520026,[]
580715,[]
514147,[]
572280,[]
520050,[]
514146,[]
520042,[]
1156251,[]
520037,[]
580999,[]
366597,[]
523228,[]
366590,[]
366596,[]
581154,[]
523227,[]
581156,[]
523226,[]
944275,[]
1164390,[]
301152,[]
252195,[]
1161454,[]
1167750,[]
779383,[]
1063024,[]
934550,[]
522517,[]
1164389,[]
1093655,[]
301144,[]
388136,[]
388120,[]
934554,[]
934538,[]
1167754,[]
781187,[]
301135,[]
1063427,[]
485262,[]
1159160,[]
1063022,[]
388137,[]
587774,[]
934532,[]
587806,[]
781171,[]
522523,[]
487038,[]
944263,[]
487311,[]
388124,[]
492775,[]
1159158,[]
1161449,[]
779373,[]
934552,[]
301143,[]
387142,[]
587771,[]
587807,[]
1164391,[]
1171545,[]
301136,[]
934546,[]
934540,[]
1161446,[]
1121348,[]
301142,[]
781167,[]
301150,[]
1161447,[]
487721,[]
781173,[]
1159161,[]
1126412,[]
934548,[]
944265,[]
944277,[]
301140,[]
301153,[]
488174,[]
492673,[]
1161452,[]
301138,[]
934536,[]
436256,[]
492674,[]
779379,[]
1121350,[]
1159164,[]
522805,[]
436255,[]
934534,[]
1093652,[]
1159165,[]
1161445,[]
301134,[]
486840,[]
587776,[]
522519,[]
1167747,[]
1159159,[]
487681,[]
934530,[]
1063023,[]
1167749,[]
388122,[]
1093650,[]
301137,[]
1167748,[]
388118,[]
437765,[]
436254,[]
1121351,[]
492675,[]
1161448,[]
1063428,[]
486836,[]
301159,[]
1060928,[]
943963,[]
781169,[]
522518,[]
1126429,[]
1121355,[]
1093654,[]
1062352,[]
301158,[]
945219,[]
1161451,[]
252197,[]
366599,[]
366598,[]
366592,[]
366594,[]
580992,[]
580993,[]
366593,[]
366595,[]
366587,[]
366588,[]
523230,[]
1156256,[]
520039,[]
520040,[]
1156247,[]
514150,[]
514144,[]
514142,[]
1156259,[]
1156258,[]
572115,[]
1156248,[]
580713,[]
514151,[]
520255,[]
514138,[]
580714,[]
1156257,[]
514141,[]
581388,[]
1156253,[]
1156252,[]
520032,[]
1156250,[]
1156479,[]
515264,[]
1156470,[]
1156475,[]
1156474,[]
515274,[]
515346,[]
1156469,[]
515261,[]
515279,[]
515278,[]
515277,[]
515276,[]
515067,[]
568604,[]
515073,[]
568621,[]
515080,[]
581153,[]
515085,[]
515069,[]
580701,[]
515084,[]
520264,[]
520053,[]
520047,[]
520263,[]
520029,[]
520036,[]
352250,[]
520046,[]
1156467,[]
1156466,[]
580995,[]
1156461,[]
1156464,[]
581000,[]
520048,[]
470769,[]
520043,[]
1156463,[]
520033,[]
520030,[]
1156462,[]
1143148,[]
346632,[]
1143155,[]
1143150,[]
1155628,[]
1155638,[]
346633,[]
1143153,[]
346644,[]
1155625,[]
346643,[]
346634,[]
346640,[]
346642,[]
1155627,[]
1155633,[]
1155635,[]
1155630,[]
1143151,[]
1155626,[]
1155634,[]
1155631,[]
1155632,[]
1155629,[]
1155512,[]
380561,[]
1107672,[]
308511,[]
515923,[]
308508,[]
1107676,[]
515924,[]
308504,[]
308696,[]
380670,[]
1089762,[]
1107680,[]
308513,[]
1107681,[]
308505,[]
1155513,[]
308695,[]
1089763,[]
1089764,[]
1107670,[]
346538,[]
1155520,[]
308512,[]
380553,[]
308509,[]
585464,[]
1107671,[]
1155518,[]
515922,[]
585463,[]
308693,[]
1155516,[]
308766,[]
1107675,[]
346539,[]
308690,[]
346541,[]
1107678,[]
308514,[]
469224,[]
469231,[]
591117,[]
520089,[]
469226,[]
520082,[]
520553,[]
520075,[]
469483,[]
469234,[]
469227,[]
520085,[]
520081,[]
581157,[]
469228,[]
581158,[]
520091,[]
520087,[]
469245,[]
520554,[]
591153,[]
520088,[]
591116,[]
520083,[]
1167751,[]
301151,[]
301139,[]
387143,[]
388130,[]
522773,[]
522774,[]
387110,[]
387111,[]
522815,[]
387103,[]
492656,[]
492655,[]
388129,[]
893399,[]
893371,[]
894265,[]
893339,[]
23643,[]
893387,[]
893347,[]
893429,[]
405566,[]
895221,[]
893463,[]
893349,[]
23628,[]
893375,[]
666535,[]
893389,[]
893321,[]
1161398,[]
627253,[]
623717,[]
637469,[]
1107692,[]
1107687,[]
1107694,[]
1089939,[]
1107684,[]
1107689,[]
627252,[]
1158365,[]
859715,[]
637467,[]
351936,[]
1155579,[]
379661,[]
351935,[]
511616,[]
1159661,[]
590019,[]
590055,[]
1159658,[]
590022,[]
1159662,[]
590018,[]
590020,[]
590025,[]
514773,[]
568608,[]
514776,[]
514771,[]
568632,[]
514770,[]
514769,[]
514775,[]
514766,[]
568610,[]
514765,[]
514748,[]
514745,[]
514747,[]
1140100,[]
542348,[]
522521,[]
542370,[]
1167762,[]
522782,[]
387034,[]
1167767,[]
402214,[]
387020,[]
402592,[]
402213,[]
1140104,[]
1171667,[]
522515,[]
307378,[]
414278,[]
252860,[]
307246,[]
345305,[]
364117,[]
625628,[]
460176,[]
499959,[]
307241,[]
252855,[]
484108,[]
345362,[]
590059,[]
499954,[]
625862,[]
1122402,[]
1167735,[]
1122400,[]
1167740,[]
1167746,[]
362527,[]
1172122,[]
362534,[]
749519,[]
1167736,[]
1058911,[]
405113,[]
1058916,[]
1058920,[]
1143533,[]
452583,[]
633610,[]
653401,[]
405112,[]
1143531,[]
1143532,[]
405771,[]
436988,[]
1172124,[]
1058913,[]
452581,[]
437762,[]
749521,[]
1167744,[]
1167742,[]
362524,[]
633605,[]
1167739,[]
1167745,[]
1143534,[]
1122405,[]
437760,[]
404885,[]
1122244,[]
252846,[]
252845,[]
252847,[]
345363,[]
364125,[]
307245,[]
499958,[]
364120,[]
499956,[]
252853,[]
252850,[]
364455,[]
332954,[]
307380,[]
307243,[]
252859,[]
252858,[]
364128,[]
499957,[]
460172,[]
460173,[]
502016,[]
500067,[]
364108,[]
307239,[]
364113,[]
625629,[]
414275,[]
364123,[]
252861,[]
307242,[]
332955,[]
460174,[]
484109,[]
499953,[]
352044,[]
460175,[]
332953,[]
414274,[]
364122,[]
364766,[]
364109,[]
307247,[]
307244,[]
307238,[]
590007,[]
252862,[]
307259,[]
332956,[]
1140096,[]
1140098,[]
1140105,[]
455465,[]
1167760,[]
522526,[]
387023,[]
552761,[]
1161443,[]
387021,[]
1140095,[]
1171668,[]
1140103,[]
1140136,[]
522525,[]
1161444,[]
454833,[]
1093645,[]
1140101,[]
1093646,[]
1167758,[]
387041,[]
402591,[]
402215,[]
542346,[]
1167759,[]
387042,[]
1161442,[]
1140133,[]
1171598,[]
552757,[]
1167757,[]
402212,[]
522524,[]
1161440,[]
1167763,[]
1167761,[]
1093647,[]
1167755,[]
749531,[]
402340,[]
1140097,[]
1167756,[]
749529,[]
387045,[]
522781,[]
522522,[]
387026,[]
1093648,[]
522520,[]
1171551,[]
1167768,[]
552759,[]
454834,[]
387032,[]
387549,[]
1167764,[]
1093863,[]
1140099,[]
387043,[]
1167765,[]
387119,[]
749527,[]
402241,[]
455467,[]
387044,[]
1161441,[]
1167766,[]
1171552,[]
514768,[]
568614,[]
514743,[]
514772,[]
1159667,[]
590035,[]
1159668,[]
1159664,[]
590016,[]
1159656,[]
590032,[]
463220,[]
590021,[]
1159666,[]
590034,[]
1159660,[]
590030,[]
1159665,[]
1159657,[]
1159663,[]
492713,[]
637476,[]
628236,[]
511615,[]
859403,[]
637483,[]
1155876,[]
1155574,[]
1158362,[]
308391,[]
1163174,[]
637487,[]
627251,[]
421943,[]
1158363,[]
1155576,[]
1107686,[]
1158364,[]
637489,[]
308381,[]
1163445,[]
1107693,[]
1158372,[]
1107691,[]
637466,[]
637475,[]
308710,[]
1155577,[]
623716,[]
1158371,[]
637468,[]
351939,[]
1155808,[]
1107690,[]
1155582,[]
1158370,[]
1089938,[]
637473,[]
379659,[]
1158369,[]
308385,[]
1107682,[]
308388,[]
351932,[]
1155572,[]
1158368,[]
1107683,[]
1158367,[]
585437,[]
637486,[]
1155573,[]
1155578,[]
308392,[]
1107685,[]
637478,[]
1158366,[]
513163,[]
1155807,[]
419261,[]
1163173,[]
351933,[]
1163172,[]
1089937,[]
351943,[]
308387,[]
351937,[]
1155581,[]
859409,[]
308686,[]
308736,[]
1158373,[]
637485,[]
308386,[]
422480,[]
351941,[]
308389,[]
421945,[]
515878,[]
1158374,[]
309063,[]
1155580,[]
585436,[]
308390,[]
1107688,[]
1158518,[]
511644,[]
308384,[]
893381,[]
893369,[]
893461,[]
893425,[]
893323,[]
893453,[]
1161397,[]
893391,[]
893415,[]
666543,[]
405562,[]
893455,[]
893441,[]
893365,[]
894283,[]
893327,[]
893329,[]
666545,[]
405583,[]
666629,[]
894221,[]
894879,[]
893335,[]
893427,[]
666667,[]
893351,[]
893383,[]
893333,[]
405569,[]
666539,[]
893435,[]
893419,[]
893411,[]
893379,[]
1161400,[]
893405,[]
893377,[]
666549,[]
893355,[]
894285,[]
893337,[]
893359,[]
893341,[]
893443,[]
893449,[]
893325,[]
23638,[]
666551,[]
405564,[]
893407,[]
893409,[]
893423,[]
893445,[]
893431,[]
893343,[]
893385,[]
405568,[]
1161402,[]
893433,[]
405580,[]
666533,[]
405582,[]
893437,[]
1161401,[]
893353,[]
666553,[]
893397,[]
893373,[]
893403,[]
405565,[]
1161405,[]
893413,[]
896377,[]
893331,[]
405563,[]
405567,[]
405584,[]
666529,[]
666531,[]
405561,[]
405560,[]
893363,[]
893361,[]
893457,[]
23650,[]
893367,[]
1161404,[]
1161403,[]
893345,[]
893401,[]
1161399,[]
895737,[]
893439,[]
405570,[]
893421,[]
893459,[]
893417,[]
893395,[]
893451,[]
666537,[]
893357,[]
387102,[]
522778,[]
522746,[]
492654,[]
387109,[]
387107,[]
522749,[]
492657,[]
522780,[]
492653,[]
387099,[]
387105,[]
387100,[]
522777,[]
522779,[]
535377,"['CEO of Brunei Darussalam Cricket Association', 'Executive Member of the Asian Cricket Council Executive Board', 'CEO Bangladesh Cricket Board']"
522793,[]
492732,[]
522772,[]
387108,[]
492730,[]
522776,[]
492658,[]
301141,[]
1121352,[]
934542,[]
1159162,[]
934544,[]
1159163,[]
1161450,[]
487889,[]
301156,[]
1063429,[]
388125,[]
486837,[]
652515,[]
1122999,[]
436985,[]
1122404,[]
1058915,[]
1143530,[]
749523,[]
362526,[]
652511,[]
436984,[]
1143528,[]
633613,[]
749517,[]
1093643,[]
452577,[]
380612,[]
637559,[]
1155564,[]
637574,[]
308516,[]
637560,[]
308525,[]
1155561,[]
380607,[]
1155559,[]
1089813,[]
585455,[]
637566,[]
380679,[]
585441,[]
380610,[]
308524,[]
637556,[]
585460,[]
484143,[]
469137,[]
520093,[]
520097,[]
520107,[]
520099,[]
520106,[]
520095,[]
520256,[]
1161416,[]
1161414,[]
1161415,[]
1161412,[]
1161411,[]
1161409,[]
1161406,[]
1161188,[]
388110,[]
387114,[]
387115,[]
387116,[]
387092,[]
388111,[]
522822,[]
387090,[]
522821,[]
522736,[]
569107,[]
468997,[]
520131,[]
365254,[]
1101861,[]
303806,[]
1153753,[]
1101860,[]
581575,[]
1153746,[]
523046,[]
1153748,[]
525033,[]
520137,[]
650777,[]
303811,[]
304039,[]
469233,[]
469232,[]
469214,[]
1156634,[]
569109,[]
469210,[]
520115,[]
469211,[]
650887,[]
523034,[]
520165,[]
1101787,[]
469218,[]
520261,[]
469219,[]
1101785,[]
569137,[]
469216,[]
1101794,[]
1101784,[]
520164,[]
776747,[]
1092886,[]
819363,[]
1037123,[]
820409,[]
976635,[]
1174734,[]
1109589,[]
819565,[]
976621,[]
1015509,[]
974057,[]
819539,[]
1015507,[]
1076526,[]
819319,[]
1076593,[]
1059031,[]
974095,[]
976483,[]
976373,[]
976419,[]
976437,[]
973971,[]
974023,[]
976431,[]
1076477,[]
819505,[]
633377,[]
974021,[]
790001,[]
633399,[]
819559,[]
819285,[]
819395,[]
25918,[]
974109,[]
978599,[]
916891,[]
976649,[]
976609,[]
821313,[]
1092402,[]
819399,[]
819597,[]
1015363,[]
973989,[]
1174746,[]
976449,[]
974717,[]
974045,[]
524044,[]
1059058,[]
973979,[]
1174741,[]
976439,[]
973961,[]
1076677,[]
1076618,[]
793445,[]
1059057,[]
1037133,[]
1015493,[]
1076682,[]
1076442,[]
1015457,[]
1076559,[]
790071,[]
1015499,[]
819537,[]
821295,[]
1076684,[]
1076508,[]
1076580,[]
1076451,[]
1092407,[]
819433,[]
819405,[]
1076435,[]
419873,[]
793443,[]
1017349,[]
1138036,[]
1076667,[]
1076556,[]
978759,[]
976391,[]
935547,[]
1015463,[]
1076519,[]
819453,[]
776757,[]
1108504,[]
625857,[]
819403,[]
1076557,[]
1076507,[]
1059053,[]
1076655,[]
25913,[]
703329,[]
819523,[]
819461,[]
308594,[]
976401,[]
1076583,[]
1076579,[]
1015451,[]
790055,[]
1076679,[]
790041,[]
1076450,[]
790087,[]
776727,[]
1015419,[]
1015495,[]
822003,[]
819315,[]
1015467,[]
1076562,[]
1076644,[]
819321,[]
1076552,[]
1076470,[]
1037113,[]
790061,[]
1076632,[]
1076616,[]
1076478,[]
776703,[]
1077831,[]
1076518,[]
1174713,[]
1174729,[]
1109601,[]
1109154,[]
1076614,[]
1037115,[]
1076665,[]
1109600,[]
1076528,[]
1076520,[]
976547,[]
914161,[]
976553,[]
402263,[]
1174718,[]
819361,[]
1109170,[]
1076485,[]
387420,[]
1109166,[]
819599,[]
1076609,[]
935555,[]
974067,[]
790059,[]
914573,[]
974041,[]
1076495,[]
1049607,[]
1082516,[]
1076462,[]
976629,[]
976597,[]
819469,[]
819299,[]
819477,[]
1015431,[]
1076592,[]
819481,[]
974019,[]
1049613,[]
790097,[]
819277,[]
1076452,[]
976617,[]
976521,[]
822017,[]
1076629,[]
1076550,[]
976623,[]
1076648,[]
1076585,[]
1076454,[]
1076570,[]
1076554,[]
790395,[]
819307,[]
976619,[]
792271,[]
976481,[]
974049,[]
790065,[]
976539,[]
976493,[]
976485,[]
974179,[]
976371,[]
976381,[]
976505,[]
974093,[]
976603,[]
976365,[]
976497,[]
976375,[]
976495,[]
974231,[]
821987,[]
1094446,[]
819535,[]
976533,[]
974135,[]
819497,[]
1015409,[]
973947,[]
318340,['Favourite Player: Ricky Ponting']
436259,[]
1076457,[]
819401,[]
1059060,[]
1082543,[]
1082518,[]
1076607,[]
790073,[]
918333,[]
307652,[]
1076535,[]
976405,[]
1174750,[]
1174747,[]
974145,[]
819503,[]
819305,[]
790045,[]
1015377,[]
1076527,[]
976583,[]
976513,[]
819455,[]
819483,[]
976451,[]
973963,[]
913843,[]
914165,[]
790081,[]
1076447,[]
1174732,[]
1050355,[]
1050357,[]
1094451,[]
1076621,[]
1076540,[]
1076418,[]
1015393,[]
974221,[]
1044183,[]
1076436,[]
819369,[]
790089,[]
776707,[]
974103,[]
976501,[]
936523,[]
318334,[]
819485,[]
776705,[]
1076680,[]
976519,[]
819359,[]
1015517,[]
552811,[]
533955,[]
819413,[]
793447,[]
976567,[]
913841,[]
819527,[]
974223,[]
1049603,[]
819533,[]
1079178,[]
1076473,[]
1176936,[]
1064744,[]
370027,[]
819431,[]
790019,[]
914443,[]
790035,[]
524048,[]
1076496,[]
1076525,[]
819547,[]
776729,[]
790005,[]
1174731,[]
790083,[]
543633,[]
1174736,[]
1015459,[]
976653,[]
1092885,[]
935755,[]
821231,[]
819335,[]
1077798,[]
974089,[]
1109153,[]
1076487,[]
1076513,[]
976587,[]
1076517,[]
1052685,[]
790053,[]
819377,[]
790009,[]
974225,[]
973955,[]
1076515,[]
1067707,[]
1076498,[]
819379,[]
974189,[]
524049,[]
1109598,[]
1015485,[]
976527,[]
822021,[]
533953,[]
790387,[]
1076673,[]
819349,[]
1076464,[]
1037111,[]
1076537,[]
973983,[]
819529,[]
1076569,[]
703327,[]
819509,[]
819341,[]
1076627,[]
976625,[]
1050371,[]
918329,[]
914169,[]
1174719,[]
1018843,[]
307659,[]
1037125,[]
1109171,[]
1082542,[]
1076565,[]
1076547,[]
1076536,[]
819419,[]
976515,[]
1077834,[]
790093,[]
790049,[]
1059040,[]
1015405,[]
1076587,[]
1092882,[]
974195,[]
1037145,[]
1109158,[]
776731,[]
533951,[]
1051079,[]
1050553,[]
974077,[]
819325,[]
914171,[]
790101,[]
1108529,[]
1076646,[]
1076506,[]
1076415,[]
1015387,[]
976395,[]
976541,[]
793907,[]
1174753,[]
1076538,[]
819551,[]
819593,[]
1015429,[]
776743,[]
1076461,[]
1015385,[]
1061090,[]
1015445,[]
973943,[]
819427,[]
1161049,[]
1174714,[]
790025,[]
776711,[]
1122550,[]
25923,[]
793463,[]
1076617,[]
790007,[]
1082535,[]
1174730,[]
25922,[]
533956,[]
524047,[]
1050367,[]
974087,[]
1092893,[]
974085,[]
1078342,[]
790027,[]
790031,[]
974137,[]
776741,[]
776709,[]
1077832,[]
976535,[]
974227,[]
819317,[]
1076685,[]
1076514,[]
1076486,[]
1076453,[]
1092403,[]
1076670,[]
974155,[]
318341,[]
320284,[]
1016347,[]
914153,[]
974009,[]
974015,[]
1018035,[]
1139527,[]
819423,[]
1076610,[]
1076430,[]
974165,[]
1076500,[]
1054387,[]
974013,[]
1076567,[]
819575,[]
976637,[]
819421,[]
819291,[]
819437,[]
821307,[]
307651,[]
1015481,[]
1037129,[]
793897,[]
821233,[]
976663,[]
1059067,[]
974171,[]
1076622,[]
1076637,[]
976461,[]
776733,[]
935529,[]
1076591,[]
973969,[]
1076549,[]
1076599,[]
976613,[]
974017,[]
533758,[]
633362,[]
1094387,[]
819313,[]
319746,[]
819281,[]
935535,[]
1015453,[]
961497,[]
1076460,[]
790079,[]
819367,[]
914155,[]
1082523,[]
974129,[]
974075,[]
819295,[]
1015497,[]
1059052,[]
976387,[]
1066452,[]
1076503,[]
1015501,[]
1015373,[]
1076542,[]
819303,[]
776745,[]
1076573,[]
1076541,[]
1076651,[]
1076512,[]
633366,[]
974169,[]
974125,[]
1049595,[]
1078188,[]
976491,[]
1076467,[]
976537,[]
976489,[]
974003,[]
819457,[]
819397,[]
1176738,[]
1062816,[]
362603,[]
819543,[]
819563,[]
307653,[]
1015471,[]
1050369,[]
976503,[]
1082534,[]
1076484,[]
1082539,[]
1076432,[]
1076480,[]
1076539,[]
1138032,[]
1161050,[]
793469,[]
790413,[]
524050,[]
1092374,[]
1082521,[]
914159,[]
776759,[]
1076564,[]
820957,[]
1120216,[]
1015365,[]
1076433,[]
776725,[]
974033,[]
1037141,[]
1037137,[]
790091,[]
819371,[]
485750,[]
819267,[]
318339,[]
821975,[]
819489,[]
790029,[]
1094394,[]
1076544,[]
1161048,[]
1138034,[]
1076626,[]
1076572,[]
1076560,[]
976425,[]
976389,[]
974035,[]
973981,[]
935539,[]
1076561,[]
973949,[]
819595,[]
1076491,[]
1054381,[]
1076422,[]
1082520,[]
819333,[]
1174749,[]
973951,[]
1082825,[]
1076625,[]
936387,[]
307650,[]
320646,[]
1050917,[]
1094388,[]
1015403,[]
790033,[]
1174740,[]
1076612,[]
1076546,[]
819491,[]
1123984,[]
1076634,[]
819475,[]
1076416,[]
821293,[]
974011,[]
819409,[]
974187,[]
976645,[]
976615,[]
1144744,[]
1174735,[]
1174722,[]
1108841,[]
1076516,[]
1143936,[]
974111,[]
1082519,[]
1108846,[]
976607,[]
819567,[]
974063,[]
1076534,[]
1016365,[]
1092405,[]
821169,[]
1076672,[]
1076481,[]
976477,[]
973975,[]
1015425,[]
1174738,[]
819411,[]
793465,[]
1076608,[]
976599,[]
821223,[]
819459,[]
973941,[]
1138039,[]
974037,[]
1094448,[]
819573,[]
819425,[]
25928,[]
1109164,[]
819271,[]
978761,[]
793901,[]
1082525,[]
711559,[]
819591,[]
1109594,[]
1092892,[]
976605,[]
974139,[]
1076598,[]
976655,[]
1094393,[]
1076602,[]
1054385,[]
1015831,[]
973999,[]
1108490,[]
976415,[]
790417,[]
976377,[]
1076604,[]
1094442,[]
819357,[]
1059049,[]
1126965,[]
1138165,[]
1108530,[]
1076645,[]
976545,[]
976383,[]
974153,[]
819347,[]
1174717,[]
819275,[]
976643,[]
1076666,[]
976633,[]
974167,[]
974127,[]
974073,[]
633381,[]
819387,[]
1094437,[]
819279,[]
973945,[]
1049609,[]
1076590,[]
1076639,[]
974161,[]
1076434,[]
819571,[]
819301,[]
1076511,[]
524051,[]
1082537,[]
1110433,[]
1082512,[]
1015401,[]
440968,[]
819443,[]
976549,[]
1037119,[]
936389,[]
1174725,[]
1092888,[]
1082517,[]
976555,[]
976397,[]
1015437,[]
1082522,[]
974157,[]
1049605,[]
819273,[]
1015415,[]
1015399,[]
633374,[]
976473,[]
1076653,[]
1016373,[]
1076504,[]
568141,[]
819473,[]
1082540,[]
790415,[]
819451,[]
402237,[]
1110434,[]
819327,[]
542323,[]
976563,[]
1109174,[]
307657,[]
1076652,[]
1049601,[]
976559,[]
819579,[]
1066530,[]
974141,[]
633397,[]
712219,[]
1076524,[]
1108492,[]
1045521,[]
1174716,[]
1092352,[]
1076558,[]
819373,[]
1076630,[]
1108491,[]
974053,[]
974121,[]
974115,[]
1049593,[]
1174748,[]
1076584,[]
819393,[]
1015413,[]
1076463,[]
974207,[]
819463,[]
1101783,[]
520403,[]
520160,[]
1156635,[]
520150,[]
1156719,[]
1156633,[]
469213,[]
469325,[]
1101789,[]
469209,[]
649431,[]
520152,[]
520154,[]
469217,[]
469215,[]
469038,[]
649429,[]
520163,[]
469212,[]
520157,[]
569110,[]
520259,[]
520148,[]
1101796,[]
520156,[]
1101791,[]
1101858,[]
1156424,[]
469011,[]
469013,[]
1101857,[]
303926,[]
1153752,[]
1153754,[]
569108,[]
520025,[]
525032,[]
520126,[]
468996,[]
1153741,[]
1153744,[]
572207,[]
520289,[]
520132,[]
303817,[]
1102968,[]
520555,[]
303818,[]
1153743,[]
469002,[]
469009,[]
1101859,[]
303814,[]
520129,[]
572211,[]
572210,[]
572209,[]
469003,[]
520128,[]
1156428,[]
303808,[]
303816,[]
1153750,[]
303812,[]
569106,[]
365265,[]
649443,[]
468991,[]
468992,[]
1156427,[]
520127,[]
1153749,[]
303809,[]
572214,[]
1153742,[]
469008,[]
470762,[]
572212,[]
524216,[]
1153745,[]
1101862,[]
468989,[]
1156426,[]
1153747,[]
1101863,[]
1156425,[]
520134,[]
520140,[]
492767,[]
492763,[]
492686,[]
387094,[]
388108,[]
387097,[]
492685,[]
522728,[]
492681,[]
522724,[]
492688,[]
387089,[]
387095,[]
387098,[]
492762,[]
492684,[]
387093,[]
522836,[]
522740,[]
1161413,[]
1161407,[]
1161802,[]
1161408,[]
1161410,[]
580686,[]
580688,[]
580687,[]
520258,[]
520100,[]
580690,[]
520104,[]
520103,[]
586041,[]
585459,[]
380635,[]
475821,[]
308521,[]
380622,[]
475827,[]
1155565,[]
475822,[]
637565,[]
308702,[]
1155567,[]
1089810,[]
1155571,[]
1155570,[]
475819,[]
475820,[]
308520,[]
1155569,[]
380678,[]
475823,[]
1155566,[]
637562,[]
308519,[]
585443,[]
475826,[]
308768,[]
1155558,[]
475825,[]
637558,[]
637569,[]
308522,[]
585446,[]
1155560,[]
637564,[]
380584,[]
380601,[]
380579,[]
308523,[]
484144,[]
308526,[]
1155562,[]
1155568,[]
380625,[]
637571,[]
380594,[]
475824,[]
637572,[]
1155563,[]
308518,[]
380611,[]
308517,[]
484145,[]
1089811,[]
452574,[]
452572,[]
362531,[]
633611,[]
362535,[]
1167737,[]
362681,[]
625867,[]
1093637,[]
437763,[]
554063,[]
1058919,[]
633602,[]
1172123,[]
452578,[]
635003,[]
1167741,[]
422479,[]
362536,[]
554065,[]
452579,[]
39100,[]
1167738,[]
362533,[]
452585,[]
419260,[]
633786,[]
436986,[]
452575,[]
1093631,[]
625988,[]
362532,[]
363404,[]
436621,[]
554601,[]
362525,[]
1122396,[]
1093638,[]
1143529,[]
452570,[]
1093632,[]
1167743,[]
625868,[]
625859,[]
1058917,[]
625860,[]
1093644,[]
1123152,[]
625864,[]
633595,[]
1122551,[]
452576,[]
1058923,[]
1095455,[]
1172351,[]
652513,[]
1058921,[]
633599,[]
585078,[]
452571,[]
1058910,[]
362528,[]
1058918,[]
1094669,[]
1093640,[]
1058912,[]
452586,[]
1058922,[]
652509,[]
1093642,[]
652519,[]
652507,[]
436987,[]
1058914,[]
452580,[]
633607,[]
404886,[]
781159,[]
1076669,[]
776753,[]
914687,[]
1076611,[]
790051,[]
1108840,[]
1076522,[]
1109152,[]
791965,[]
1076555,[]
1094391,[]
26073,[]
626048,[]
217525,[]
364165,[]
666635,[]
296492,[]
26072,[]
217524,[]
217940,[]
500043,[]
666609,[]
307194,[]
414045,[]
666591,[]
364171,[]
500048,[]
796257,[]
452557,[]
26066,[]
625872,[]
913859,[]
308233,[]
320758,[]
452558,[]
1175166,[]
913855,[]
307822,[]
750885,[]
1172132,[]
796263,[]
484055,[]
454837,[]
1058930,[]
797295,[]
747909,[]
26055,[]
585106,[]
796255,[]
781113,[]
402065,[]
307763,[]
26040,[]
1143803,[]
307758,[]
35350,[]
436993,[]
1167804,[]
387117,[]
1058950,[]
26045,[]
318612,[]
1167802,[]
543449,[]
1167796,[]
1058945,[]
1136106,[]
387048,[]
1167800,[]
307751,[]
308599,[]
307776,[]
1167797,[]
455463,[]
1093303,[]
779337,[]
934663,[]
1034885,[]
404574,[]
1064534,[]
512562,[]
302638,[]
352053,[]
404894,[]
651223,[]
352060,[]
486911,[]
302645,[]
352058,[]
55226,[]
1034879,[]
1064533,[]
1064535,[]
302643,[]
1034877,[]
352202,[]
303975,[]
352205,[]
523237,[]
572232,[]
303988,[]
511622,[]
572230,[]
467742,[]
1046607,[]
352201,[]
402247,[]
467852,[]
469131,[]
469110,[]
469326,[]
352204,[]
352200,[]
1101871,[]
303850,[]
469135,[]
525641,[]
303855,[]
591113,[]
523871,[]
523233,[]
525060,[]
469119,[]
1101869,[]
1156722,[]
303857,[]
467853,[]
303858,[]
1046597,[]
467854,[]
1046599,[]
352207,[]
1046603,[]
525059,[]
